tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-540,Wimbledon,Grass,128,G,20250630,177,200416,,Q,August Holmgren,R,188,DEN,27.1,207830,21,,Tomas Machac,R,183,CZE,24.7,7-6(5) 6-7(8) 6-7(5) 7-5 7-6(5),5,R64,279,35,12,204,109,96,49,30,9,10,19,9,205,139,100,41,30,5,7,192,285,23,2110
2025-540,Wimbledon,Grass,128,G,20250630,178,200175,,,Miomir Kecmanovic,R,183,SRB,25.8,207411,,,Jesper De Jong,R,180,NED,25.0,1-6 6-3 6-2 6-4,5,R64,133,5,1,88,55,43,22,17,2,4,16,5,112,55,42,25,17,4,8,49,1106,106,548
2025-540,Wimbledon,Grass,128,G,20250630,179,104925,6,,Novak Djokovic,R,188,SRB,38.1,105554,,WC,Daniel Evans,R,175,GBR,35.1,6-3 6-2 6-0,5,R64,107,11,2,58,45,40,9,12,2,2,5,3,91,59,34,9,11,10,16,6,4630,154,375
2025-540,Wimbledon,Grass,128,G,20250630,180,126203,5,,Taylor Fritz,R,196,USA,27.6,209113,,,Gabriel Diallo,R,203,CAN,23.7,3-6 6-3 7-6(0) 4-6 6-3,5,R64,186,27,4,133,88,70,30,25,3,6,26,8,162,120,92,13,24,8,11,5,4635,40,1322
2025-540,Wimbledon,Grass,128,G,20250630,181,200221,26,,Alejandro Davidovich Fokina,R,183,ESP,26.0,122298,,,Botic Van De Zandschulp,R,191,NED,29.7,6-1 4-6 6-3 7-6(5),5,R64,187,3,1,125,86,58,25,19,8,11,6,6,137,93,61,15,19,9,15,27,1845,92,670
2025-540,Wimbledon,Grass,128,G,20250630,182,209260,,,Luciano Darderi,R,183,ITA,23.3,209259,,WC,Arthur Fery,R,175,GBR,22.9,6-4 6-3 6-3,5,R64,141,7,2,102,60,44,18,14,11,13,6,2,106,62,35,21,14,13,19,59,989,461,91
2025-540,Wimbledon,Grass,128,G,20250630,183,111442,,,Jordan Thompson,R,183,AUS,31.1,126127,,,Benjamin Bonzi,R,183,FRA,29.0,7-5 6-7(2) 4-6 6-2 6-4,5,R64,231,20,6,170,96,72,37,26,6,8,13,3,173,112,75,32,26,9,14,44,1200,64,930
2025-540,Wimbledon,Grass,128,G,20250630,184,132686,,,Nuno Borges,R,185,POR,28.3,126129,,,Billy Harris,R,193,GBR,30.4,6-3 6-4 7-6(7),5,R64,150,11,3,114,77,62,18,16,8,8,7,2,112,81,53,14,15,4,6,37,1400,151,383
2025-540,Wimbledon,Grass,128,G,20250630,185,111575,17,,Karen Khachanov,R,198,RUS,29.1,208278,,Q,Shintaro Mochizuki,R,175,JPN,22.0,1-6 7-6(7) 4-6 6-3 6-4,5,R64,219,10,3,176,111,70,33,25,12,20,6,3,149,79,55,38,23,10,16,20,2240,144,413
2025-540,Wimbledon,Grass,128,G,20250630,186,111794,,,Kamil Majchrzak,R,180,POL,29.4,210319,,,Ethan Quinn,R,191,USA,21.3,6-1 6-4 6-3,5,R64,94,5,0,80,51,35,20,13,4,5,8,4,77,56,35,5,13,3,9,109,527,89,682
2025-540,Wimbledon,Grass,128,G,20250630,187,126239,,,Arthur Rinderknech,R,196,FRA,29.9,106426,,LL,Cristian Garin,R,185,CHI,29.0,3-6 6-3 7-6(3) 4-6 6-3,5,R64,227,14,6,159,99,70,35,25,5,8,10,1,154,109,73,29,24,10,13,72,873,110,525
2025-540,Wimbledon,Grass,128,G,20250630,188,111797,,Q,Nicolas Jarry,R,201,CHI,29.7,210530,,,Learner Tien,L,180,USA,19.5,6-2 6-2 6-3,5,R64,98,9,2,63,51,44,8,13,0,0,6,5,86,52,33,12,12,5,10,143,418,62,940
2025-540,Wimbledon,Grass,128,G,20250630,189,211663,,,Joao Fonseca,R,185,BRA,18.8,202385,,,Jenson Brooksby,R,188,USA,24.6,6-4 5-7 6-2 6-4,5,R64,193,8,4,128,86,59,22,20,10,13,6,2,144,95,57,26,20,11,17,54,1016,101,577
2025-540,Wimbledon,Grass,128,G,20250630,190,208233,,,Mattia Bellucci,L,175,ITA,24.0,208103,23,,Jiri Lehecka,R,185,CZE,23.6,7-6(4) 6-1 7-5,5,R64,127,11,5,101,60,50,22,16,6,7,8,2,86,50,35,19,15,0,4,73,864,25,1965
2025-540,Wimbledon,Grass,128,G,20250630,191,111815,,,Cameron Norrie,L,188,GBR,29.8,126207,12,,Frances Tiafoe,R,188,USA,27.4,4-6 6-4 6-3 7-5,5,R64,176,17,3,120,91,69,14,21,6,9,20,4,138,71,50,32,20,8,13,61,952,12,2990
2025-540,Wimbledon,Grass,128,G,20250630,192,126094,14,,Andrey Rublev,R,188,RUS,27.6,144750,,,Lloyd Harris,R,193,RSA,28.3,6-7(1) 6-4 7-6(5) 6-3,5,R64,165,12,6,119,81,71,22,22,3,4,25,0,130,88,67,20,21,3,6,14,2920,320,159
2025-540,Wimbledon,Grass,128,G,20250630,193,105173,,Q,Adrian Mannarino,L,180,FRA,37.0,208316,,Q,Valentin Royer,R,188,FRA,24.0,6-4 6-4 5-7 7-6(1),5,R64,203,18,2,129,78,67,29,22,3,4,12,4,146,93,63,31,22,9,11,123,477,113,513
2025-540,Wimbledon,Grass,128,G,20250630,194,105526,,,Jan Lennard Struff,R,193,GER,35.1,200000,25,,Felix Auger Aliassime,R,193,CAN,24.8,3-6 7-6(9) 6-3 6-4,5,R64,191,10,4,133,70,50,34,19,10,13,16,8,148,92,62,27,21,9,14,125,475,28,1825
2025-540,Wimbledon,Grass,128,G,20250630,195,207989,2,,Carlos Alcaraz,R,183,ESP,22.1,210472,,Q,Oliver Tarvet,U,,GBR,21.6,6-1 6-4 6-4,5,R64,137,3,4,96,62,43,18,14,9,11,1,1,77,47,25,13,13,4,10,2,9300,733,36
2025-540,Wimbledon,Grass,128,G,20250630,196,206173,1,,Jannik Sinner,R,191,ITA,23.8,124079,,,Pedro Martinez,R,185,ESP,28.1,6-1 6-3 6-1,5,R32,115,11,3,74,43,34,19,12,4,4,0,0,79,60,32,7,11,8,14,1,10430,52,1030
2025-540,Wimbledon,Grass,128,G,20250630,197,105777,19,,Grigor Dimitrov,R,191,BUL,34.1,124116,,,Sebastian Ofner,R,191,AUT,29.1,6-3 6-4 7-6(0),5,R32,145,15,7,97,57,46,24,16,2,3,7,4,91,49,33,24,15,3,6,21,2155,165,343
2025-540,Wimbledon,Grass,128,G,20250630,198,210097,10,,Ben Shelton,L,193,USA,22.7,105916,,LL,Marton Fucsovics,R,188,HUN,33.3,6-3 7-6(4) 6-2,5,R32,120,9,0,91,67,54,12,15,3,4,7,2,86,56,39,14,14,3,7,10,3130,105,564
2025-540,Wimbledon,Grass,128,G,20250630,199,132283,,,Lorenzo Sonego,R,191,ITA,30.1,206909,29,,Brandon Nakashima,R,188,USA,23.9,6-7(5) 7-6(8) 7-6(2) 3-6 7-6(3),5,R32,304,16,1,188,143,101,30,28,7,10,16,1,199,145,106,32,29,10,12,47,1171,34,1650
2025-540,Wimbledon,Grass,128,G,20250630,200,105227,,,Marin Cilic,R,198,CRO,36.7,144719,,,Jaume Munar,R,183,ESP,28.1,6-3 3-6 6-2 6-4,5,R32,186,14,1,134,83,61,22,18,6,8,6,6,102,63,48,17,18,3,8,83,722,55,1012
2025-540,Wimbledon,Grass,128,G,20250630,201,207925,22,,Flavio Cobolli,R,183,ITA,23.1,210150,15,,Jakub Mensik,R,193,CZE,19.8,6-2 6-4 6-2,5,R32,108,9,1,79,43,32,25,13,1,1,11,7,93,54,35,15,13,12,17,24,2035,17,2356
2025-540,Wimbledon,Grass,128,G,20250630,202,200282,11,,Alex De Minaur,R,183,AUS,26.3,200416,,Q,August Holmgren,R,188,DEN,27.1,6-4 7-6(5) 6-3,5,R32,141,3,1,93,52,44,26,16,4,5,6,5,111,72,53,17,15,9,12,11,3085,192,285
2025-540,Wimbledon,Grass,128,G,20250630,203,104925,6,,Novak Djokovic,R,188,SRB,38.1,200175,,,Miomir Kecmanovic,R,183,SRB,25.8,6-3 6-0 6-4,5,R32,107,16,3,69,49,40,12,13,0,1,3,1,89,58,33,12,12,4,10,6,4630,49,1106
2025-540,Wimbledon,Grass,128,G,20250630,204,126203,5,,Taylor Fritz,R,196,USA,27.6,200221,26,,Alejandro Davidovich Fokina,R,183,ESP,26.0,6-4 6-3 6-7(5) 6-1,5,R32,192,17,1,120,78,61,23,18,7,8,5,3,130,96,58,18,20,8,15,5,4635,27,1845
2025-540,Wimbledon,Grass,128,G,20250630,205,111442,,,Jordan Thompson,R,183,AUS,31.1,209260,,,Luciano Darderi,R,183,ITA,23.3,6-4 6-4 3-6 6-3,5,R32,174,19,0,126,79,60,27,19,7,8,8,4,117,81,54,23,19,7,10,44,1200,59,989
2025-540,Wimbledon,Grass,128,G,20250630,206,111575,17,,Karen Khachanov,R,198,RUS,29.1,132686,,,Nuno Borges,R,185,POR,28.3,7-6(6) 4-6 4-6 6-3 7-6(8),5,R32,228,11,6,171,113,82,35,27,8,13,9,4,169,122,92,21,26,8,12,20,2240,37,1400
2025-540,Wimbledon,Grass,128,G,20250630,207,111794,,,Kamil Majchrzak,R,180,POL,29.4,126239,,,Arthur Rinderknech,R,196,FRA,29.9,6-3 7-6(4) 7-6(6),5,R32,166,9,1,119,80,55,26,17,4,5,19,6,113,66,51,21,16,7,9,109,527,72,873
2025-540,Wimbledon,Grass,128,G,20250630,208,111797,,Q,Nicolas Jarry,R,201,CHI,29.7,211663,,,Joao Fonseca,R,185,BRA,18.8,6-3 6-4 3-6 7-6(4),5,R32,188,25,7,133,89,70,24,20,10,11,8,2,132,95,67,20,20,5,7,143,418,54,1016
2025-540,Wimbledon,Grass,128,G,20250630,209,111815,,,Cameron Norrie,L,188,GBR,29.8,208233,,,Mattia Bellucci,L,175,ITA,24.0,7-6(5) 6-4 6-3,5,R32,148,6,2,103,66,43,23,15,8,11,7,8,108,53,33,28,16,6,12,61,952,73,864
2025-540,Wimbledon,Grass,128,G,20250630,210,126094,14,,Andrey Rublev,R,188,RUS,27.6,105173,,Q,Adrian Mannarino,L,180,FRA,37.0,7-5 6-2 6-3,5,R32,119,14,4,99,56,45,23,15,9,10,8,1,79,56,37,11,14,3,8,14,2920,123,477
2025-540,Wimbledon,Grass,128,G,20250630,211,207989,2,,Carlos Alcaraz,R,183,ESP,22.1,105526,,,Jan Lennard Struff,R,193,GER,35.1,6-1 3-6 6-3 6-4,5,R32,145,10,4,108,63,46,28,18,3,5,13,10,122,67,50,21,17,7,12,2,9300,125,475
2025-540,Wimbledon,Grass,128,G,20250630,212,206173,1,,Jannik Sinner,R,191,ITA,23.8,105777,19,,Grigor Dimitrov,R,191,BUL,34.1,3-6 5-7 2-2 RET,5,R16,128,3,3,59,34,28,11,12,2,5,14,3,85,49,41,18,13,1,2,1,10430,21,2155
2025-540,Wimbledon,Grass,128,G,20250630,213,210097,10,,Ben Shelton,L,193,USA,22.7,132283,,,Lorenzo Sonego,R,191,ITA,30.1,3-6 6-1 7-6(1) 7-5,5,R16,185,8,5,126,76,56,31,20,4,6,8,3,118,82,59,17,20,2,6,10,3130,47,1171
2025-540,Wimbledon,Grass,128,G,20250630,214,207925,22,,Flavio Cobolli,R,183,ITA,23.1,105227,,,Marin Cilic,R,198,CRO,36.7,6-4 6-4 6-7(4) 7-6(3),5,R16,205,11,3,150,92,72,33,22,7,8,19,1,143,93,66,30,22,5,8,24,2035,83,722
2025-540,Wimbledon,Grass,128,G,20250630,215,104925,6,,Novak Djokovic,R,188,SRB,38.1,200282,11,,Alex De Minaur,R,183,AUS,26.3,1-6 6-4 6-4 6-4,5,R16,199,6,5,129,85,59,18,19,13,19,1,4,113,62,35,29,18,7,13,6,4630,11,3085
2025-540,Wimbledon,Grass,128,G,20250630,216,126203,5,,Taylor Fritz,R,196,USA,27.6,111442,,,Jordan Thompson,R,183,AUS,31.1,6-1 3-0 RET,5,R16,41,6,0,24,12,12,11,5,0,0,1,1,28,17,9,2,5,1,5,5,4635,44,1200
2025-540,Wimbledon,Grass,128,G,20250630,217,111575,17,,Karen Khachanov,R,198,RUS,29.1,111794,,,Kamil Majchrzak,R,180,POL,29.4,6-4 6-2 6-3,5,R16,107,10,0,70,52,41,12,13,3,4,6,0,90,61,42,9,14,4,10,20,2240,109,527
2025-540,Wimbledon,Grass,128,G,20250630,218,111815,,,Cameron Norrie,L,188,GBR,29.8,111797,,Q,Nicolas Jarry,R,201,CHI,29.7,6-3 7-6(4) 6-7(7) 6-7(5) 6-3,5,R16,267,8,6,196,134,101,37,28,8,8,46,8,178,117,93,29,26,7,9,61,952,143,418
2025-540,Wimbledon,Grass,128,G,20250630,219,207989,2,,Carlos Alcaraz,R,183,ESP,22.1,126094,14,,Andrey Rublev,R,188,RUS,27.6,6-7(5) 6-3 6-4 6-4,5,R16,164,22,3,116,78,64,24,21,3,4,6,4,123,82,59,23,20,7,11,2,9300,14,2920
2025-540,Wimbledon,Grass,128,G,20250630,220,206173,1,,Jannik Sinner,R,191,ITA,23.8,210097,10,,Ben Shelton,L,193,USA,22.7,7-6(2) 6-4 6-4,5,QF,139,7,1,86,56,50,20,16,2,2,14,6,101,60,48,17,16,3,5,1,10430,10,3130
2025-540,Wimbledon,Grass,128,G,20250630,221,104925,6,,Novak Djokovic,R,188,SRB,38.1,207925,22,,Flavio Cobolli,R,183,ITA,23.1,6-7(6) 6-2 7-5 6-4,5,QF,191,13,2,116,81,61,24,21,0,2,13,4,142,90,66,19,21,6,12,6,4630,24,2035
2025-540,Wimbledon,Grass,128,G,20250630,222,126203,5,,Taylor Fritz,R,196,USA,27.6,111575,17,,Karen Khachanov,R,198,RUS,29.1,6-3 6-4 1-6 7-6(4),5,QF,156,16,2,105,67,54,22,19,1,4,6,3,119,66,48,28,19,5,8,5,4635,20,2240
2025-540,Wimbledon,Grass,128,G,20250630,223,207989,2,,Carlos Alcaraz,R,183,ESP,22.1,111815,,,Cameron Norrie,L,188,GBR,29.8,6-2 6-3 6-3,5,QF,99,13,4,76,55,49,7,13,5,5,3,3,83,57,36,9,13,6,11,2,9300,61,952
2025-540,Wimbledon,Grass,128,G,20250630,224,206173,1,,Jannik Sinner,R,191,ITA,23.8,104925,6,,Novak Djokovic,R,188,SRB,38.1,6-3 6-3 6-4,5,SF,115,12,2,73,54,44,12,14,1,2,12,0,92,62,48,5,14,5,10,1,10430,6,4630
2025-540,Wimbledon,Grass,128,G,20250630,225,207989,2,,Carlos Alcaraz,R,183,ESP,22.1,126203,5,,Taylor Fritz,R,196,USA,27.6,6-4 5-7 6-3 7-6(6),5,SF,169,13,3,113,73,64,23,21,1,2,19,6,121,75,60,26,22,4,7,2,9300,5,4635
2025-540,Wimbledon,Grass,128,G,20250630,226,206173,1,,Jannik Sinner,R,191,ITA,23.8,207989,2,,Carlos Alcaraz,R,183,ESP,22.1,4-6 6-4 6-4 6-4,5,F,184,8,2,117,72,54,27,20,4,6,15,7,121,64,48,29,20,5,9,1,10430,2,9300
2025-0316,Bastad,Clay,28,A,20250714,385,209260,6,,Luciano Darderi,R,183,ITA,23.4,207411,,,Jesper De Jong,R,180,NED,25.1,6-4 3-6 6-3,3,F,126,6,2,72,47,38,13,14,0,2,6,1,85,53,39,17,14,4,7,55,1039,106,590
2025-0316,Bastad,Clay,28,A,20250714,384,209260,6,,Luciano Darderi,R,183,ITA,23.4,202103,1,,Francisco Cerundolo,R,185,ARG,26.9,6-2 3-6 7-6(3),3,SF,153,5,1,96,56,41,16,14,9,14,1,5,96,56,33,20,15,5,11,55,1039,20,2285
2025-0316,Bastad,Clay,28,A,20250714,383,207411,,,Jesper De Jong,R,180,NED,25.1,200116,5,,Camilo Ugo Carabelli,R,185,ARG,26.0,6-3 7-6(3),3,SF,112,8,2,70,41,34,13,11,0,1,3,3,64,37,26,13,10,1,3,106,590,59,972
2025-0316,Bastad,Clay,28,A,20250714,382,202103,1,,Francisco Cerundolo,R,185,ARG,26.9,106000,7,,Damir Dzumhur,R,175,BIH,33.1,6-0 3-6 6-3,3,QF,106,5,5,77,45,33,13,12,2,5,1,0,69,51,26,8,12,2,8,20,2285,70,894
2025-0316,Bastad,Clay,28,A,20250714,381,209260,6,,Luciano Darderi,R,183,ITA,23.4,202104,4,,Sebastian Baez,R,170,ARG,24.5,6-0 6-2,3,QF,64,5,2,38,19,17,12,7,0,0,1,3,51,37,18,4,7,3,8,55,1039,37,1370
2025-0316,Bastad,Clay,28,A,20250714,380,200116,5,,Camilo Ugo Carabelli,R,185,ARG,26.0,209209,,Q,Filip Misolic,R,180,AUT,23.9,6-3 7-5,3,QF,96,7,3,57,41,32,6,10,2,4,2,0,77,54,35,6,11,7,12,59,972,105,593
2025-0316,Bastad,Clay,28,A,20250714,379,207411,,,Jesper De Jong,R,180,NED,25.1,134868,2,,Tallon Griekspoor,R,188,NED,29.0,4-6 7-6(3) 6-3,3,QF,160,13,3,98,52,40,24,15,7,10,9,1,109,67,45,21,16,4,8,106,590,29,1715
2025-0316,Bastad,Clay,28,A,20250714,378,202103,1,,Francisco Cerundolo,R,185,ARG,26.9,208363,,,Mariano Navone,R,178,ARG,24.3,6-3 6-3,3,R16,92,1,2,59,38,28,10,9,4,5,2,4,69,42,28,9,9,6,10,20,2285,75,810
2025-0316,Bastad,Clay,28,A,20250714,377,106000,7,,Damir Dzumhur,R,175,BIH,33.1,200384,,,Hugo Gaston,L,173,FRA,24.7,4-6 6-2 6-2,3,R16,108,2,0,77,59,43,10,13,4,6,1,2,80,44,27,18,13,7,12,70,894,91,663
2025-0316,Bastad,Clay,28,A,20250714,376,202104,4,,Sebastian Baez,R,170,ARG,24.5,149282,,Q,Nicolai Budkov Kjaer,R,188,NOR,18.8,3-6 6-2 7-5,3,R16,124,1,2,81,57,36,12,14,3,7,4,3,101,67,41,14,15,9,15,37,1370,298,180
2025-0316,Bastad,Clay,28,A,20250714,375,209260,6,,Luciano Darderi,R,183,ITA,23.4,111200,,WC,Elias Ymer,R,185,SWE,29.2,6-2 6-2,3,R16,71,8,3,50,27,20,16,8,2,2,2,3,49,30,17,9,8,5,9,55,1039,264,211
2025-0316,Bastad,Clay,28,A,20250714,374,200116,5,,Camilo Ugo Carabelli,R,185,ARG,26.0,122298,,,Botic Van De Zandschulp,R,191,NED,29.7,7-6(3) 5-7 6-3,3,R16,170,8,2,124,88,59,18,17,11,13,3,0,94,62,46,16,16,2,4,59,972,100,622
2025-0316,Bastad,Clay,28,A,20250714,373,209209,,Q,Filip Misolic,R,180,AUT,23.9,132686,3,,Nuno Borges,R,185,POR,28.3,3-6 7-6(1) 6-3,3,R16,119,7,1,87,57,43,19,16,5,8,3,0,81,54,38,18,14,1,3,105,593,35,1490
2025-0316,Bastad,Clay,28,A,20250714,372,207411,,,Jesper De Jong,R,180,NED,25.1,200240,8,,Vit Kopriva,R,178,CZE,28.0,7-6(3) 7-5,3,R16,147,8,5,76,42,31,19,12,2,4,9,3,112,58,34,32,12,14,17,106,590,83,719
2025-0316,Bastad,Clay,28,A,20250714,371,134868,2,,Tallon Griekspoor,R,188,NED,29.0,126504,,Q,Andrea Pellegrino,R,185,ITA,28.3,4-6 7-6(6) 6-3,3,R16,131,12,6,103,66,47,19,16,4,7,4,3,93,61,38,20,15,2,5,29,1715,139,437
2025-0316,Bastad,Clay,28,A,20250714,370,208363,,,Mariano Navone,R,178,ARG,24.3,144642,,,Tomas Barrios Vera,R,191,CHI,27.5,7-5 7-5,3,R32,118,4,1,75,47,30,16,12,4,7,1,0,82,63,35,9,12,5,10,75,810,124,493
2025-0316,Bastad,Clay,28,A,20250714,369,200384,,,Hugo Gaston,L,173,FRA,24.7,202358,,,Chun Hsin Tseng,R,175,TPE,23.9,6-4 6-3,3,R32,78,2,1,64,41,28,13,9,5,6,2,2,55,36,26,7,10,1,5,91,663,98,631
2025-0316,Bastad,Clay,28,A,20250714,368,106000,7,,Damir Dzumhur,R,175,BIH,33.1,124116,,,Sebastian Ofner,R,191,AUT,29.1,6-4 6-4,3,R32,87,0,1,56,38,26,12,10,2,3,4,2,64,32,24,13,10,3,6,70,894,141,433
2025-0316,Bastad,Clay,28,A,20250714,367,149282,,Q,Nicolai Budkov Kjaer,R,188,NOR,18.8,106329,,Q,Thiago Monteiro,L,183,BRA,31.1,5-7 6-3 7-6(2),3,R32,161,5,7,106,74,52,17,17,4,7,4,0,104,70,49,13,16,1,4,298,180,152,375
2025-0316,Bastad,Clay,28,A,20250714,366,111200,,WC,Elias Ymer,R,185,SWE,29.2,207729,,,Tristan Boyer,R,188,USA,24.2,6-3 3-6 6-2,3,R32,134,2,1,73,52,40,11,13,5,7,3,0,77,48,28,17,13,2,6,264,211,126,486
2025-0316,Bastad,Clay,28,A,20250714,365,209260,6,,Luciano Darderi,R,183,ITA,23.4,209920,,,Raphael Collignon,R,191,BEL,23.4,6-2 2-6 6-2,3,R32,129,5,2,91,55,37,20,12,6,8,5,4,81,53,35,12,12,6,10,55,1039,84,715
2025-0316,Bastad,Clay,28,A,20250714,364,200116,5,,Camilo Ugo Carabelli,R,185,ARG,26.0,106426,,,Cristian Garin,R,185,CHI,29.1,6-4 6-4,3,R32,123,1,2,71,46,27,12,10,9,12,2,2,83,55,32,10,10,9,14,59,972,117,535
2025-0316,Bastad,Clay,28,A,20250714,363,122298,,,Botic Van De Zandschulp,R,191,NED,29.7,144707,,WC,Mikael Ymer,R,183,SWE,26.8,6-4 6-1,3,R32,77,0,3,45,29,23,9,8,1,2,2,1,49,29,17,6,9,5,10,100,622,618,53
2025-0316,Bastad,Clay,28,A,20250714,362,209209,,Q,Filip Misolic,R,180,AUT,23.9,209284,,,Elmer Moller,R,183,DEN,22.0,6-3 3-6 7-5,3,R32,161,6,1,116,69,40,23,15,9,14,7,3,116,78,43,19,15,12,18,105,593,102,609
2025-0316,Bastad,Clay,28,A,20250714,361,200240,8,,Vit Kopriva,R,178,CZE,28.0,106198,,,Hugo Dellien,R,180,BOL,32.0,6-1 3-0 RET,3,R32,45,1,0,32,18,13,9,5,4,4,0,0,31,23,7,3,5,2,6,83,719,94,661
2025-0316,Bastad,Clay,28,A,20250714,360,207411,,,Jesper De Jong,R,180,NED,25.1,212478,,WC,William Rejchtman Vinciguerra,U,,SWE,18.4,6-3 6-2,3,R32,82,8,1,49,28,23,15,9,0,0,1,4,66,37,19,16,8,3,6,106,590,1476,3
2025-0316,Bastad,Clay,28,A,20250714,359,126504,,Q,Andrea Pellegrino,R,185,ITA,28.3,210262,,,Jaime Faria,R,188,POR,21.9,2-6 6-3 6-3,3,R32,106,3,1,87,59,39,15,13,8,11,4,5,81,46,29,18,13,3,7,139,437,115,543
2025-0314,Gstaad,Clay,28,A,20250714,385,122330,2,,Alexander Bublik,R,196,KAZ,28.0,207678,,,Juan Manuel Cerundolo,L,183,ARG,23.6,6-4 4-6 6-3,3,F,127,13,4,94,62,50,11,15,7,10,1,2,100,73,44,13,14,10,14,34,1585,109,577
2025-0314,Gstaad,Clay,28,A,20250714,384,207678,,,Juan Manuel Cerundolo,L,183,ARG,23.6,209860,,Q,Ignacio Buse,R,185,PER,21.3,6-3 6-3,3,SF,82,3,1,54,40,30,9,9,1,1,3,3,54,26,17,15,9,3,6,109,577,167,340
2025-0314,Gstaad,Clay,28,A,20250714,383,122330,2,,Alexander Bublik,R,196,KAZ,28.0,209070,,,Arthur Cazaux,R,183,FRA,22.8,6-1 7-5,3,SF,73,12,3,53,38,33,7,10,0,0,2,1,58,31,19,13,9,5,8,34,1585,116,535
2025-0314,Gstaad,Clay,28,A,20250714,382,207678,,,Juan Manuel Cerundolo,L,183,ARG,23.6,134770,1,,Casper Ruud,R,183,NOR,26.5,6-2 1-6 6-3,3,QF,129,3,5,87,55,34,12,12,10,15,4,0,79,54,33,9,12,3,9,109,577,13,2855
2025-0314,Gstaad,Clay,28,A,20250714,381,209860,,Q,Ignacio Buse,R,185,PER,21.3,208882,,,Roman Andres Burruchaga,R,183,ARG,23.4,6-3 3-6 6-1,3,QF,134,4,5,95,53,40,19,13,6,8,2,1,94,67,41,11,12,9,13,167,340,136,445
2025-0314,Gstaad,Clay,28,A,20250714,380,209070,,,Arthur Cazaux,R,183,FRA,22.8,208843,,WC,Jerome Kym,R,198,SUI,22.4,7-6(3) 3-6 7-5,3,QF,137,7,5,87,49,42,21,16,1,3,11,2,100,59,45,25,17,1,3,116,535,154,369
2025-0314,Gstaad,Clay,28,A,20250714,379,122330,2,,Alexander Bublik,R,196,KAZ,28.0,207681,7,,Francisco Comesana,R,178,ARG,24.7,6-4 6-3,3,QF,71,11,5,62,37,28,15,10,2,2,8,3,53,41,31,3,9,2,4,34,1585,74,824
2025-0314,Gstaad,Clay,28,A,20250714,378,134770,1,,Casper Ruud,R,183,NOR,26.5,208502,,WC,Dominic Stricker,L,183,SUI,22.9,7-5 7-6(6),3,R16,104,9,2,74,46,37,17,12,1,2,7,3,78,40,32,19,12,3,5,13,2855,229,245
2025-0314,Gstaad,Clay,28,A,20250714,377,207678,,,Juan Manuel Cerundolo,L,183,ARG,23.6,105676,6,WC,David Goffin,R,180,BEL,34.6,5-7 6-4 6-1,3,R16,127,9,2,87,61,44,13,14,5,7,4,3,94,57,39,17,15,4,9,109,577,68,914
2025-0314,Gstaad,Clay,28,A,20250714,376,208882,,,Roman Andres Burruchaga,R,183,ARG,23.4,200452,,LL,Patrick Zahraj,R,188,GER,25.9,4-6 6-4 6-1,3,R16,135,2,1,92,60,41,18,14,3,6,2,6,81,40,30,14,13,3,8,136,445,283,193
2025-0314,Gstaad,Clay,28,A,20250714,375,209860,,Q,Ignacio Buse,R,185,PER,21.3,111794,,,Kamil Majchrzak,R,180,POL,29.5,1-6 7-5 6-1,3,R16,111,5,3,79,50,37,14,13,3,5,1,2,84,48,34,15,13,7,10,167,340,81,727
2025-0314,Gstaad,Clay,28,A,20250714,374,208843,,WC,Jerome Kym,R,198,SUI,22.4,208859,,Q,Francesco Passaro,R,180,ITA,24.5,7-6(3) 7-6(3),3,R16,115,9,3,87,57,50,16,12,6,6,3,1,78,48,35,20,12,1,1,154,369,131,461
2025-0314,Gstaad,Clay,28,A,20250714,373,209070,,,Arthur Cazaux,R,183,FRA,22.8,144869,4,,Tomas Martin Etcheverry,R,196,ARG,25.9,6-3 4-6 6-4,3,R16,150,16,2,112,78,61,12,15,10,11,5,2,71,41,34,18,14,4,6,116,535,58,985
2025-0314,Gstaad,Clay,28,A,20250714,372,207681,7,,Francisco Comesana,R,178,ARG,24.7,106148,,,Roberto Carballes Baena,R,183,ESP,32.3,6-1 6-4,3,R16,73,10,1,47,32,29,8,9,1,1,1,1,50,26,11,18,8,2,5,74,824,79,740
2025-0314,Gstaad,Clay,28,A,20250714,371,122330,2,,Alexander Bublik,R,196,KAZ,28.0,207686,,,Alexander Shevchenko,R,185,KAZ,24.6,6-2 6-3,3,R16,61,5,5,52,30,24,11,9,2,3,0,2,49,29,17,9,8,3,7,34,1585,101,610
2025-0314,Gstaad,Clay,28,A,20250714,370,208502,,WC,Dominic Stricker,L,183,SUI,22.9,105732,,,Pierre Hugues Herbert,R,188,FRA,34.3,4-6 6-4 6-2,3,R32,106,9,0,77,43,33,24,14,1,2,7,10,78,40,32,20,14,3,6,229,245,144,431
